Place,avg_polarity,avg_subjectivity,review_count,dominant_sentiment
Dr. Diwan Singh Kalepani Museum,0.5385,0.6562,8,Positive
maharaja craft factory,0.5382,0.6841,9,Positive
Pawar Handloom,0.5381,0.4333,1,Positive
Ramji Mandir,0.5375,0.71,2,Positive
Ouguri Hill,0.5375,0.75,1,Positive
Pandava Theertham,0.5375,0.7375,1,Positive
Apostolic Holy Rebeemer Church,0.5375,0.4938,2,Positive
Shoolpaneshwar Wildlife Sanctuary,0.537,0.5451,13,Positive
Vanakbara Beach,0.5369,0.6321,4,Positive
Sardar Patel Mall,0.5367,0.6433,2,Positive
Wonderland Park,0.5367,0.705,6,Positive
National Handicraft & Design Gallery,0.5367,0.8242,5,Positive
Achala Studios,0.5365,0.5221,4,Positive
Flying Bird Cab Services,0.5361,0.7875,2,Positive
Sakur Plateau,0.5361,0.6645,8,Positive
Odean Cinema,0.5361,0.7006,5,Positive
Khanna Gems Private Limited,0.5361,0.7055,7,Positive
Tanjore Collections,0.5357,0.6905,2,Positive
Shirdi Sai Temple,0.5357,0.5536,2,Positive
The Linen Shoppe,0.5356,0.9011,3,Positive
Pratap Celebrity Wax Museum Jaipur,0.5354,0.6939,16,Positive
Mandawa Heritage Tours,0.535,0.6312,2,Positive
Samsung Smart Cafe,0.5341,0.8011,2,Positive
COPT Avenue Walkway,0.5341,0.6011,1,Positive
Wonder World Water Park,0.5339,0.532,40,Positive
Side Street Explorers,0.5333,0.4,1,Positive
Diwan-i-Khas Audience Hall,0.5333,0.6667,3,Positive
Shahid Vijay Salaskar Udyan,0.5333,0.6333,2,Positive
Karste Valley,0.5333,0.5333,3,Positive
Tomb of Qutubuddin Muhammad Khan,0.5333,0.8472,2,Positive
Olakkannesvara Temple,0.5333,0.65,1,Positive
Goa Potteries,0.5333,0.8,1,Positive
Mata Bala Sundri,0.5333,0.9333,2,Positive
Navyug Industries,0.5333,0.6833,1,Positive
Balunkeswar Temple,0.5333,0.7056,3,Positive
Brelengi Gompa Monastery,0.5333,0.8419,3,Positive
Hatnur Dam,0.5327,0.8246,7,Positive
Clay Art Cafe,0.5324,0.6364,13,Positive
Hanumangarhi,0.5324,0.7017,7,Positive
Farmers' Market of Jaipur,0.5321,0.6286,2,Positive
Thumpachi Calveri Samuchayam,0.532,0.6908,8,Positive
Amrit Dhara Waterfall,0.5319,0.7005,7,Positive
Raju's Fashion Mall,0.5317,0.8683,2,Positive
Mangrove Eco Garden,0.5312,0.6979,4,Positive
Tansen Baradari,0.5312,0.5382,3,Positive
Hardev Motors,0.5311,0.5804,12,Positive
Handibhanga Waterfall,0.5311,0.652,4,Positive
Kyichu Ga-Tsal,0.5308,0.6652,3,Positive
Dechen Choekhor Mahavihara Monastery,0.5308,0.6834,12,Positive
The Eventers Hospitality,0.5307,0.5985,3,Positive
Pitchavaram Backwater,0.5307,0.5995,18,Positive
Kaimoor Wildlife Sanctuary,0.5306,0.491,2,Positive
Khunia Mahadev,0.5306,0.6569,7,Positive
Ghatika Siddheswaram,0.5305,0.5221,4,Positive
Pong Dam,0.53,0.5325,4,Positive
Handicraft Centre,0.5295,0.6153,4,Positive
Green Tower,0.5292,0.5194,3,Positive
Mawlyngbna Adventure Camp,0.5287,0.7583,3,Positive
Ek Hathiya Ka Naula,0.5286,0.5857,1,Positive
Shiroli Peak,0.5285,0.5927,14,Positive
MacIvor's Bund,0.5281,0.6702,8,Positive
NTR Park,0.5281,0.65,2,Positive
Tirupathi Balaji temple,0.5281,0.6312,4,Positive
Mahadeva Malai Temple,0.528,0.7746,5,Positive
Ma Yamuna Mandir,0.5278,0.6556,1,Positive
Shahi Jama Masjid,0.5274,0.6519,2,Positive
Yoga Nisarga,0.5273,0.6952,12,Positive
Begum Mahal,0.5272,0.8122,5,Positive
Purnam Yoga Teacher Training in Goa,0.5271,0.666,2,Positive
My Kerala Taxi Cab,0.5267,0.7081,7,Positive
Thoonakkadavu Lake,0.5264,0.6611,9,Positive
Nawegaon Lake,0.5262,0.6023,10,Positive
Khandoba Temple,0.5254,0.7151,2,Positive
Devi Krishnamai Temple,0.5253,0.7051,8,Positive
Carpet And Textile House,0.5252,0.7112,47,Positive
Uniwonders,0.525,0.5625,1,Positive
Usarwardhani Waterfall,0.525,0.6979,2,Positive
Singee,0.525,0.5854,2,Positive
Destination Kumbhalgarh Tours,0.525,1.0,1,Positive
Then-Thirumalai Temple,0.525,0.6667,4,Positive
Saisriram Jewellers,0.525,0.325,2,Positive
Prospect Hill,0.525,0.6278,3,Positive
Antique Style,0.525,0.8417,2,Positive
Swami Brahmanand Cave,0.525,0.8333,1,Positive
Dhooleshwar Mahadev Temple,0.525,0.925,2,Positive
Selenite Sports Academy,0.525,0.75,1,Positive
Saint Goroba Temple,0.525,0.7625,2,Positive
Raja Rai Singh Mahal,0.525,0.75,2,Positive
Cheruthrikkovil Temple,0.525,0.75,1,Positive
Sojourn Indica,0.5244,0.7092,5,Positive
Hatke Gifts,0.5241,0.6982,2,Positive
Chetak Park,0.5238,0.6622,22,Positive
Marigold Art Gallery,0.5236,0.6681,3,Positive
Mararikulam Mahadeva Temple,0.5236,0.7653,3,Positive
Indian Institute of Foreign Trade,0.5233,0.6094,6,Positive
Pandavan Rock,0.5229,0.7104,8,Positive
Poonam Fulmani,0.5229,0.7958,2,Positive
Sri Ganga Tourism,0.5228,0.7504,3,Positive
Sri Guru Kottureshwara Temple,0.5225,0.7517,5,Positive
Maharaja Arts & Interiors,0.5223,0.7587,3,Positive
Navamukunda Temple,0.5222,0.8667,2,Positive
Tibetan Wood Carving Center,0.5222,0.7796,3,Positive
Sri Vashu Pujaya Swami Mandir,0.522,0.5452,2,Positive
Orchha Adventure,0.5217,0.6642,10,Positive
Bharthana National Park,0.5216,0.6388,11,Positive
Shri Mai Mandir,0.5215,0.6167,6,Positive
Vastra Vinod,0.5211,0.6093,11,Positive
Ariyakulam Bird Sanctuary,0.5208,0.9115,4,Positive
Diyanamyam Mutt,0.5208,0.65,2,Positive
KUKU Fun Zone,0.5208,0.4785,4,Positive
Sundarban Tour And Travels,0.5208,0.7556,3,Positive
Sri Bhadrakali Sametha Veereswara swamy Devasthanam,0.5207,0.7487,11,Positive
Police Gurudwara,0.5201,0.6419,3,Positive
Sarafgarh Dam,0.52,0.64,1,Positive
StyleDarbaar,0.52,0.7067,5,Positive
Casa Del Elefante,0.5199,0.6917,8,Positive
Janki Agro Tourism,0.5195,0.5701,9,Positive
The Colonnade,0.5194,0.4417,3,Positive
Laxmi Mata Temple,0.5191,0.5961,7,Positive
Peer Mohammed Appa Dargha,0.5188,0.674,8,Positive
VMC Sibar Disney Land,0.5188,0.6375,4,Positive
The Village Gallery,0.5188,0.7563,2,Positive
PetraVeda,0.5187,0.6529,6,Positive
Homedara Siva Mandir Temple,0.5184,0.6492,3,Positive
Kayaloram Houseboats,0.5182,0.7438,1,Positive
Ulhas Valley,0.5182,0.7427,10,Positive
Sagar Lighthouse,0.5181,0.6944,3,Positive
The Parassinikkadavu Bridge,0.5179,0.8125,2,Positive
Ele Jaipur,0.5178,0.7374,5,Positive
Dekho Andaman,0.5177,0.6504,14,Positive
Nilagunda Bhimeshvara Temple,0.5176,0.7407,3,Positive
Koel River,0.5175,0.885,2,Positive
Doddamakkali Nature Camp Park,0.5175,0.6968,2,Positive
Shree Balaji Mandir,0.5174,0.6085,3,Positive
Chetak Cookwares,0.5167,0.8167,1,Positive
Rock Paintings,0.5167,0.7333,1,Positive
Jamawar Art Gallery,0.5167,0.7551,3,Positive
Nanicheri - Mullakkodi Bridge,0.5167,0.9,1,Positive
Bawan Jinalaya Jain Temple,0.5167,0.5333,1,Positive
Adhar Shila Temple,0.5167,0.55,2,Positive
Dhanvantri Mandir Jain Temple,0.5167,0.6833,2,Positive
Mazar-e-Fakhri,0.5167,0.7111,1,Positive
Keerti Stambh Victory Tower,0.5167,0.6398,2,Positive
Bara Asthal Monastery,0.5167,0.7,1,Positive
Gitanjali Cinema Hall,0.5167,0.7,1,Positive
Sagar Island,0.5167,0.5938,4,Positive
Dr. S P Mukherjee Swimming Pool,0.5161,0.3821,2,Positive
Veda Yogashala,0.5154,0.7133,13,Positive
MD Tour And Travel,0.5154,0.4519,9,Positive
Velavan Silks and Readymades,0.5153,0.6722,2,Positive
Dhivyaraja Shruthi,0.515,0.76,1,Positive
Mahendra Garden Chappal,0.5146,0.7375,2,Positive
Vimalshah Temple,0.5146,0.8579,5,Positive
Pava Puri Tirth Dham Jain Temple,0.5144,0.7106,5,Positive
Fort Rajwada,0.5143,0.5299,4,Positive
Kottathavalam,0.5143,0.6548,7,Positive
Gundichaghai Waterfall Overview,0.5139,0.6444,3,Positive
National War Memorial,0.5138,0.77,5,Positive
Saibaba Travels,0.5136,0.7144,2,Positive
Galteshwar,0.5136,0.709,27,Positive
Kusum Art Jewellars,0.5136,0.7794,3,Positive
Aditi Gallery,0.5135,0.6333,4,Positive
Attappadi Hills,0.5133,0.5803,11,Positive
Nilaya Spa,0.5132,0.5787,7,Positive
Haflong Lake,0.513,0.6714,9,Positive
"ISKCON Amravati, Sri Sri Rukmini Dwarkadhish",0.513,0.712,5,Positive
Thabore,0.5125,0.6958,2,Positive
Baladevjeu Temple,0.5125,0.7875,1,Positive
Shri Balaji Temple,0.5125,0.7783,3,Positive
Balunkeswar Mahesh Temple,0.5125,0.7875,1,Positive
Jhadeshwar Temple,0.5125,0.7875,1,Positive
Chandrampalli Dam,0.5125,0.7705,6,Positive
Devgarh Fort,0.5125,0.65,2,Positive
Yogoda Satsanga Dhyana Kendra,0.5123,0.5491,2,Positive
Guru Gobind Singh Park,0.5121,0.6412,7,Positive
Mohamoodia Masjid,0.5119,0.6071,2,Positive
Arulmigu SeshaSai Sri Sai Baba Aalayam,0.5116,0.7524,4,Positive
Kumaramangalam Park,0.5115,0.6633,5,Positive
Kachiguda Mahankali Temple,0.5114,0.6274,6,Positive
Mallikarjun Temple,0.5112,0.7045,12,Positive
Chinna Jeeyar Swami Ashram,0.5111,0.8556,3,Positive
ShivGem - Glass Stone Manufacturers,0.5111,0.7833,1,Positive
Crocodile Park,0.5111,0.6722,3,Positive
Flyboard India,0.5105,0.6136,7,Positive
Hanuman Dham,0.5103,0.5485,8,Positive
Makeup mistress,0.5103,0.6841,14,Positive
Bhairabi Temple,0.5102,0.7439,8,Positive
Kinjale Dam,0.5101,0.6874,5,Positive
Bhoj Aqua Fun,0.5097,0.5648,10,Positive
Mercury Himalayan Explorations,0.5095,0.6392,9,Positive
Yugal Kishor Temple,0.5095,0.7667,4,Positive
Mohan Kumar Mangalam Park,0.5095,0.5887,13,Positive
Shree Durgaparameshwari Nagakannika temple,0.5091,0.7636,1,Positive
Malli Shopping Centre,0.509,0.7576,4,Positive
Minerva Cinemaz,0.5085,0.4166,4,Positive
Swarnajaleswar Temple,0.5083,0.6556,3,Positive
Padum Pukhuri,0.5083,0.9,2,Positive
Dantiwada Dam,0.5083,0.6174,6,Positive
Kunthanath Temple,0.5083,0.801,4,Positive
Sri Valli Devashena Shiva Subramanya Swamy Temple,0.5083,0.8292,6,Positive
Bright End Corner,0.5079,0.6963,31,Positive
Manekbai Muktidham,0.5076,0.7951,9,Positive
Ranakpur Jungle Safari,0.5065,0.7001,54,Positive
Srinidhi Joy N Joy Resorts,0.5064,0.5758,12,Positive
Kurumbalakotta,0.5063,0.6373,7,Positive
Cosmo Arts (India),0.5062,0.7812,2,Positive
Kanjhari Dam,0.5058,0.6211,3,Positive
Tathastu Art Center,0.5052,0.6632,20,Positive
Vajrapoha Falls,0.505,0.7167,10,Positive
Chaaru Art Gallery,0.5047,0.6521,4,Positive
Teens World,0.5044,0.542,5,Positive
Khedia Hanuman Temple,0.5042,0.8,3,Positive
The Varadaraja Perumal Temple,0.5042,0.5438,2,Positive
Govinddeoji Temple,0.5042,0.5792,2,Positive
Susana Anna Maria Monument,0.5042,0.8542,2,Positive
Akdhardham Temple,0.504,0.5802,3,Positive
Trip My Kerala,0.504,0.4746,3,Positive
Antique Glass Creations,0.5039,0.7408,4,Positive
Kitab Mahal,0.5037,0.7287,3,Positive
Arulmigu Balasubramanya Temple,0.5036,0.7821,2,Positive
Chui Mai Pond,0.5036,0.725,1,Positive
Tarsar Lake,0.5036,0.7275,8,Positive
Shani Dev Mandir,0.5028,0.7915,7,Positive
Thumba Beach,0.5027,0.7102,7,Positive
Salem Mango,0.5024,0.6917,2,Positive
Jain Temple Kanyakumari,0.5023,0.7025,31,Positive
Kuttikattu Sree Bhadra Kali Devi Temple,0.5022,0.6311,6,Positive
Saibaba Mandir,0.5018,0.6316,6,Positive
Digpatiya Ghat,0.5018,0.8714,2,Positive
Studio Malabar,0.5017,0.7083,2,Positive
Bahadurgarh Taxi Service,0.5016,0.5753,7,Positive
osian camel and jeep safari,0.501,0.5695,33,Positive
WeGo Art Gallery & Art Exhibition,0.5002,0.698,8,Positive
Kazhimbram Beach,0.5,0.7,1,Positive
Bajrabahari Temple,0.5,0.8,1,Positive
Sonbhandar Caves,0.5,0.6833,1,Positive
Tingmosgang Monastery,0.5,0.5,1,Positive
Parmatma Ek Sevak Manavdharm Aashram,0.5,0.5167,1,Positive
Param Pujya Mata Lal Devi Mandir,0.5,0.6833,2,Positive
St Thomas Garrison Church,0.5,1.0,1,Positive
Murlen National Park,0.5,1.0,1,Positive
Prachin Bhairon Mandir,0.5,0.55,1,Positive
The Craft Connexion,0.5,0.3,1,Positive
Kanwar Lake,0.5,0.58,5,Positive
Nutan Balvikas Mandir,0.5,0.8889,1,Positive
Gayatri Chan Mandir,0.5,0.5833,2,Positive
Indian National Army Memorial,0.5,0.8,1,Positive
Sandi Bird Sanctuary,0.5,0.7188,4,Positive
Pattambi Nercha,0.5,0.75,2,Positive
Indravati Reservoir,0.5,0.5125,1,Positive
Satagawan Petro Falls,0.5,0.6,1,Positive
Fort Kotkahlur,0.5,0.5,2,Positive
Odissi Research Centre,0.5,0.7667,2,Positive
Markandeya Ji Temple,0.5,1.0,1,Positive
Jabareshwar Temple,0.5,0.825,1,Positive
Nillai Tea Estate,0.5,0.15,2,Positive
Dehing Satra,0.5,0.7833,3,Positive
Hiron Point,0.5,0.5475,2,Positive
Miao Reserve Forest,0.5,0.75,1,Positive
Badaghagara Waterfall,0.5,0.6917,2,Positive
Pakhangba Temple,0.5,0.8,1,Positive
Sri Nanmadhia Perumal Temple,0.5,0.15,2,Positive
Dabdaba Island,0.5,0.325,1,Positive
Khamore Bird Sanctuary,0.5,0.5,1,Positive
Our Lady Of Rosario,0.5,0.3286,1,Positive
Ratnakar Gems,0.4997,0.7057,9,Positive
Tanda Falls,0.4997,0.5987,12,Positive
Raja Mandir,0.4996,0.6624,5,Positive
Drang,0.4994,0.6192,5,Positive
KLN Yadav Park,0.4993,0.6067,5,Positive
Paddy Adventures,0.4992,0.6232,38,Positive
Chinaman's Falls,0.4991,0.6922,9,Positive
Shree Balaji Agora Mall,0.4991,0.553,8,Positive
Kaushal Scuba Diving,0.4989,0.6222,3,Positive
Wander Nagaland,0.4989,0.7457,10,Positive
Balaji Temple Mehkar,0.4987,0.6543,1,Positive
Sunset Points,0.4987,0.6804,21,Positive
Soulful Tours,0.4986,0.5161,6,Positive
Cab and Cruise Buddy,0.4984,0.6848,6,Positive
Bagawath Ramanujar Manimandapam,0.498,0.7272,4,Positive
Dhillon Plaza,0.4979,0.7133,7,Positive
Chobia Pass,0.4979,0.6792,2,Positive
Hijamamysore,0.4976,0.7036,2,Positive
Cherai Ayurvedic Bhavan Spa,0.4976,0.6378,137,Positive
Drishti Yoga School,0.4974,0.6191,13,Positive
Spa at Courtyard Kochi Airport Hotel,0.4974,0.6458,20,Positive
Challa Mall,0.4972,0.4583,3,Positive
Shree Chardham Mandir,0.4972,0.6444,3,Positive
West End Mall,0.4971,0.5664,12,Positive
Chulgiri Digamber Jain Temple,0.497,0.671,4,Positive
United for Hope Village Trips,0.4969,0.5949,8,Positive
Sri Durgaparameshwari Temple,0.4966,0.6509,4,Positive
Badaghagra Falls,0.4965,0.6528,8,Positive
Keoti Falls,0.4961,0.5274,14,Positive
Nera Ghati,0.496,0.5361,1,Positive
Pelga Falls,0.496,0.55,5,Positive
Naukonda Palace,0.4958,0.7083,4,Positive
Hanuman Lake,0.4958,0.575,4,Positive
Champawati Kunda,0.4958,0.3569,3,Positive
Meldi Maa Mandir,0.4958,0.7875,3,Positive
Janki Van Forest,0.4958,0.525,3,Positive
Sahastra Dhara,0.4958,0.7313,6,Positive
Rankeni Mata Temple,0.4953,0.6165,28,Positive
Bhavnath Mahadev Temple,0.4951,0.6806,6,Positive
Gurdwara Sheesh Mahal Sahib,0.4951,0.7368,3,Positive
Bade Mandir,0.4951,0.653,7,Positive
Ezhimala View Point,0.495,0.5067,5,Positive
Art2Day Gallery,0.4948,0.7056,3,Positive
Gulmarg Biosphere Reserve,0.4947,0.6236,10,Positive
Khoj-aao! Adventures,0.4945,0.6163,19,Positive
Shree Mahalaxmi Temple,0.4945,0.695,8,Positive
Mahe River Side Walkway,0.4943,0.7043,13,Positive
"Learn kayak, StandupPaddle, Surf & Outdoor camps",0.4943,0.5893,42,Positive
Shantidham Jain Temple,0.494,0.6892,13,Positive
Arki Fort,0.4938,0.7972,6,Positive
"Surya Mandir, Deo",0.4938,0.6188,4,Positive
Parla Jin Mandir,0.4937,0.7153,5,Positive
Shri Dahigaun Teerth,0.4935,0.7869,4,Positive
Pariwar Collection,0.4933,0.6922,3,Positive
Jwala Narsimh Temple,0.4929,0.6354,5,Positive
Seasonz India,0.4926,0.6634,1134,Positive
Snow Kingdom,0.492,0.6584,114,Positive
St. Anne's Church,0.4919,0.7654,4,Positive
Zalor Beach,0.4915,0.7096,14,Positive
Wyndham Falls,0.4908,0.5907,23,Positive
Pala Pitta Cycling Park,0.4908,0.47,4,Positive
Bhootnath Temple,0.4903,0.6825,9,Positive
Lucky's Celebrity Wax Museum,0.4903,0.7075,56,Positive
Club M,0.4902,0.6421,3,Positive
Satya Sagar Udyan,0.4901,0.6148,9,Positive
Thupsung Dhargye Ling,0.49,0.6167,9,Positive
Yoga with Raj,0.4899,0.6358,37,Positive
Sai Teerth Theme Park Shirdi,0.4897,0.6869,234,Positive
Aurobindo Gallery,0.4896,0.6094,4,Positive
Mata Rani Bhatiyani Temple,0.4894,0.7424,2,Positive
Green Nest Passion Fruit Farm,0.4894,0.5889,3,Positive
Baman Devi Mandir,0.4894,0.6006,2,Positive
Damoh Waterfall Sarmathura,0.4892,0.6517,5,Positive
Savane Beach,0.4891,0.6785,9,Positive
Forum Rangoli Mall,0.4891,0.6018,3,Positive
Art & Frames,0.4889,0.764,5,Positive
Jumble Tumble,0.4889,0.5819,3,Positive
Bangiya Sahita Parishad Chitrasala,0.4889,0.4361,4,Positive
Focus Art Gallery,0.4889,0.5889,1,Positive
Chakucraftsemporium,0.4889,0.4083,3,Positive
Travel Amigo,0.4889,0.6551,15,Positive
Nalsar University Of Law,0.4889,0.5722,3,Positive
Venkateswara Temple,0.4888,0.606,9,Positive
Dhanya Theatre,0.4888,0.5648,3,Positive
Jagannathi Devi Temple,0.4885,0.8038,4,Positive
Vasupujya Swami's Jain Temple,0.4885,0.6804,4,Positive
Dehing Patkai Wildlife Sanctuary,0.4883,0.6724,9,Positive
Mount Barry,0.4882,0.6654,17,Positive
Naldha Waterfall,0.4881,0.5658,3,Positive
Khairabera Eco Adventure Club,0.4881,0.6376,19,Positive
Devi Chamunda Mata Mandir,0.4881,0.5673,2,Positive
Water Bird Sanctuary,0.488,0.5497,13,Positive
Tahniyat Mahal,0.4878,0.6666,5,Positive
Kabbaligere Hill,0.4875,0.6306,3,Positive
Varman Sun Temple,0.4875,0.8125,2,Positive
Kashyapi Dam,0.4875,0.7112,5,Positive
Sereno Spa,0.4875,0.6492,37,Positive
Raj Exports,0.4875,0.6375,1,Positive
Lalit Kala Akademi,0.4875,0.7875,1,Positive
Swami Budha Amarnath Ji Mandir,0.4875,0.5167,1,Positive
Living and Learning Design Centre,0.4873,0.6696,51,Positive
Deva Mayi Maa Temple,0.4872,0.7206,8,Positive
Sunrise Health Resort Water Park,0.4871,0.7108,15,Positive
Elephant Activity Planner,0.4869,0.6342,43,Positive
Maihar Ropeway,0.4868,0.6571,11,Positive
Chauhan's Art Gallery & Art School,0.4866,0.6701,88,Positive
Jaipur Wax Museum,0.4866,0.6547,267,Positive
Bhuteshwar Mahadev of Gariaband,0.4866,0.7148,5,Positive
Moto Sport Park,0.4865,0.6463,34,Positive
Ranakpur Adventures,0.4865,0.6728,15,Positive
Glacier Treks and Adventure,0.4863,0.6967,8,Positive
Garga Dam,0.4862,0.6582,19,Positive
Khanduala Falls,0.4861,0.5444,3,Positive
Rani Talab,0.486,0.6451,9,Positive
Lourde Matha Church,0.4859,0.5924,8,Positive
Kalagadh Dam,0.4857,0.7917,7,Positive
Amar Jawan Jyoti,0.4857,0.6103,28,Positive
Padinjarathara Dam,0.4856,0.6862,24,Positive
Moer Point,0.4856,0.6502,10,Positive
SwAr Ashram Yoga & Library,0.4852,0.5427,9,Positive
Padmavathi Shopping Mall,0.4851,0.4859,6,Positive
Malampuzha Dam,0.4843,0.5361,12,Positive
Just Futsal,0.4842,0.7267,2,Positive
Zaara - The Luxury Spa,0.4841,0.6366,176,Positive
Easel Art Gallery,0.4835,0.7061,3,Positive
Daivya Adventures,0.4835,0.5964,2,Positive
Bisaldeo Temple,0.4835,0.6196,4,Positive
Tulsi Samarak Bhavan Museum,0.4835,0.7117,10,Positive
Raja Bharatpuras Palace,0.4833,0.725,3,Positive
Cheshire Cat Jewellery Gallery,0.4833,0.6877,29,Positive
Lion Throne Mahabalipuram Hill,0.4833,0.8333,1,Positive
Kurumpalanathar Temple,0.4833,0.6667,3,Positive
Adi Subhrahmanya Temple,0.4833,0.75,1,Positive
Sri Nagathamman Temple,0.4833,0.9,2,Positive
Shree Fish Planet,0.4833,0.5417,1,Positive
My Cab Deal,0.4833,0.5417,2,Positive
Patan City Museum,0.4833,0.5722,3,Positive
Shitala Mata Mandir,0.4833,0.8,1,Positive
Smvs Shri Swaminarayan Mandir,0.4832,0.659,12,Positive
Dakshina Mookambika Temple,0.483,0.701,7,Positive
Kamalja Devi Temple,0.4829,0.3157,2,Positive
Shree Shantadurga Kunkalikarin Temple,0.4829,0.6289,6,Positive
Pawan Dham,0.4828,0.6968,54,Positive
Tara Books Book Building,0.4827,0.6064,10,Positive
Shantinath Mandir Jain Temple,0.4826,0.5612,8,Positive
Carambolim Lake,0.4826,0.6621,4,Positive
Orchha Tourist Point,0.4826,0.5084,6,Positive
Pashupati Nadeswar Sanhita Dwadus Jyotirlingam,0.4825,0.7408,5,Positive
Tattva Spa,0.4823,0.6211,39,Positive
Parichha Dam,0.4822,0.5387,18,Positive
Arulmigu Bala Dhandayuthapani Swamy Temple,0.4819,0.6736,3,Positive
Gurudwara Nanak Lama Chungthang,0.4819,0.7455,3,Positive
Narayana Kavi Memorial,0.4819,0.6125,6,Positive
Ropar Wetland (Ropar Lake),0.4818,0.7236,6,Positive
The Giving Tree at Kasthuri Estate,0.4817,0.6213,17,Positive
Chokelao Bagh,0.4817,0.6985,19,Positive
Charre-Marre Falls,0.4815,0.6667,3,Positive
Mariners Bay Resort  Mandrem,0.4813,0.6771,8,Positive
Vadhera Art Gallery,0.4812,0.5042,2,Positive
Thuravoor Mahakshethram,0.4808,0.7971,7,Positive
Sanjeevarayar Hanuman Temple,0.4808,0.815,5,Positive
Sri Kanyakaparameshwari Temple,0.4808,0.8079,3,Positive
Orange Valley Tea Estate,0.4807,0.7602,3,Positive
Colganj Rock Cut Temples,0.4806,0.75,6,Positive
Fort Bahadurpur,0.4806,0.4611,2,Positive
Chakradhar Swami Temple,0.4806,0.4167,3,Positive
Thosamling Nunnery,0.4805,0.6762,22,Positive
Lladro Boutiques,0.4804,0.6702,2,Positive
Tangtse Gompa,0.4802,0.7174,16,Positive
Sunnys Objects D Art,0.48,0.81,1,Positive
Sacred Meeting Point,0.48,0.8267,5,Positive
Kalwa Narsimha Swamy Temple,0.48,0.6788,3,Positive
Jama Masjid Margao,0.48,0.58,5,Positive
Balaram Ambaji Wildlife Sanctuary,0.4797,0.571,9,Positive
Church of Christ the King,0.4796,0.7433,4,Positive
Gyan Museum,0.4796,0.6566,52,Positive
Zero Bridge,0.4795,0.749,4,Positive
Make Our Moments,0.4794,0.6336,260,Positive
Ozarkhed Dam,0.4792,0.6276,9,Positive
Shri Shiv Mastu Jain Tirtha,0.4792,0.6479,2,Positive
Seven Seas International Inc.,0.4792,0.5667,1,Positive
Om Temple,0.4792,0.5417,6,Positive
Rajeev Gandhi Swimming Pool,0.4789,0.63,5,Positive
Alwal Ganesh Temple,0.4785,0.759,4,Positive
Sundarban Beckons,0.4785,0.6519,15,Positive
Tamang Buddhist Monastery,0.4784,0.6503,5,Positive
Rope Castle Adventure Park,0.4783,0.6461,31,Positive
Joranda Falls,0.478,0.611,4,Positive
Telhar Kund,0.4778,0.7944,3,Positive
Ayurveda Center Om-Namaste,0.4778,0.65,1,Positive
Jhareswar Temple,0.4777,0.728,12,Positive
Shri Subha Siddhi Vinayaka Mandir,0.4776,0.6051,6,Positive
Swami Vivekananda Planetarium,0.4776,0.6178,6,Positive
Khadki Point,0.4775,0.5904,4,Positive
Emami Jagannath Temple,0.4771,0.6766,24,Positive
Viripara Waterfalls,0.4771,0.6425,5,Positive
500 Years Old Shiva Temple,0.4771,0.6625,2,Positive
Padinharekara Beach,0.477,0.5353,5,Positive
Mehboob Studios,0.4767,0.4766,3,Positive
Retreat Church,0.4767,0.5101,2,Positive
Varathamanathi Dam,0.4766,0.475,8,Positive
VR Surat,0.4766,0.5722,838,Positive
Abstract Art Gallery,0.4764,0.6814,3,Positive
Baba Baghel Singh Sikh Heritage Multimedia Museum,0.4763,0.53,3,Positive
Siddhi Vinayak Ganapati Temple,0.4762,0.7348,12,Positive
Kappil Bhagavathy Temple,0.4762,0.7619,3,Positive
"Ramling Caves Temple, Palsambe",0.4759,0.6889,6,Positive
Mekkara Dam,0.4758,0.5917,5,Positive
Kanhoji Angre lighthouse. Khanderi Island,0.4757,0.7486,3,Positive
Hazara Falls,0.4756,0.6556,24,Positive
Chinta Valley,0.4756,0.6056,6,Positive
Ramanarayanam Temple,0.4755,0.5978,26,Positive
Gurdwara Garna Sahib,0.475,0.6,1,Positive
Rama Holidays,0.475,0.6,1,Positive
Rani Amrit Kaur Park,0.475,0.6625,2,Positive
Zoology Museum,0.475,0.55,4,Positive
Universal Food,0.475,0.4375,2,Positive
Senate House,0.475,0.6,1,Positive
Bhelughat Waterfall,0.475,0.7,1,Positive
Sri Gangadhareshwara Temple,0.475,0.7,1,Positive
Valmiki National Park and Wildlife Sanctuary,0.475,0.3833,2,Positive
TMT Arts,0.475,0.65,1,Positive
Prabodhan Kridabhavan.,0.475,0.65,1,Positive
Shree Gayatri Temple,0.475,0.9167,2,Positive
Eco Reach,0.4748,0.7001,4,Positive
Ciceronis Travel,0.4745,0.6359,27,Positive
B SIX KERALA HOLIDAYS,0.4743,0.5728,15,Positive
Thiru Kachamkurissi Temple,0.4742,0.4,5,Positive
Sri Chandrala Parameshwari Temple,0.4742,0.5262,3,Positive
Pranahita Wildlife Sanctuary,0.4741,0.6008,4,Positive
Andra Valley Dam,0.474,0.6531,4,Positive
Elefriend,0.474,0.6517,291,Positive
Trishul Peak,0.474,0.628,28,Positive
